"id"	"title"	"link"	"price"	"description"	"condition"	"image_link"
"B794J"	"Stainless Steel Mens Rubber Band Bracelet "	"http://www.avianneandco.com/store/catalog/product/view/id/3967/s/stainless-steel-mens-rubber-band-bracelet/"	"67.0000"	" This elegant mens rubber band bracelet features elegant stainless steel link which is engraved with two tone screw motif designs. The black rubber band measures to 1/2 Inches in width and securely locks with a fold over clasp with an engraved Avianne&Co. logo. Handmade to perfection, this exquisite mens rubber band bracelet is an ideal accessory at an affordable value."	"new"	"http://www.avianneandco.com/store/media/catalog/product//B/7/B794J-1.jpg"
"C1192T"	"Stainless Steel Mens Two Tone Leather Band Bracelet"	"http://www.avianneandco.com/store/catalog/product/view/id/3968/s/stainless-steel-mens-two-tone-leather-bracelet/"	"42.0000"	"This uniquely designed mens two tone leather band bracelet features stainless steel link with cubic zirconia white round cut stones. The leather band measures to 9 Inches in length and securely locks with a lobster claw clasp which is engraved with an Avianne&Co. logo. Handmade to perfection, this mens leather band bracelet is an ideal accessory at an affordable value."	"new"	"http://www.avianneandco.com/store/media/catalog/product//C/1/C1192T-1.jpg"
"C124TG"	"Stainless Steel Mens Leather Band Bracelet "	"http://www.avianneandco.com/store/catalog/product/view/id/3969/s/stainless-steel-mens-leather-band-bracelet/"	"34.0000"	"This one of a kind mens leather band bracelet features silver tone stainless steel link which measures to 1/2 Inches in width. The leather band measures to 8 1/4 Inches in length and 3/8 Inches in width. This elegant mens leather band bracelet is an ideal accessory at an affordable value."	"new"	"http://www.avianneandco.com/store/media/catalog/product//C/1/C124TG-1.jpg"
"B806P"	"Stainless Steel Mens Rubber Band Bracelet"	"http://www.avianneandco.com/store/catalog/product/view/id/3970/s/stainless-steel-mens-leather-band-bracelet/"	"42.0000"	"This simple yet elegant mens rubber band bracelet features silver tone link with two screw motif designs on opposite sides. The rubber band measures to 8 Inches in length and 1/2 Inches in width. This uniquely designed mens rubber band bracelet is an ideal accessory at an affordable value."	"new"	"http://www.avianneandco.com/store/media/catalog/product//B/8/B806P-2.jpg"
"B760J"	"Stainless Steel Mens Rubber Band Bracelet"	"http://www.avianneandco.com/store/catalog/product/view/id/3977/s/stainless-steel-mens-rubber-band-bracelet/"	"59.0000"	"This masculine mens rubber band bracelet is crafted in silver tone stainless steel. The stainless steel link in the center measures to 2 Inches in length and 1/2 Inches in width. The rubber band measures to 8 1/2 Inches in length and securely locks with a closure which is engraved with an Avianne&Co. logo."	"new"	"http://www.avianneandco.com/store/media/catalog/product//B/7/B760J-1.jpg"
"C174J-A"	"Stainless Steel Mens Two Tone Leather Band Bracelet"	"http://www.avianneandco.com/store/catalog/product/view/id/3978/s/stainless-steel-mens-two-tone-leather-band-bracelet/"	"42.0000"	"This uniquely designed mens leather band bracelet is crafted in two tone stainless steel. The leather band measures to 8 1/2 Inches in length and 1/2 Inches in width. Exclusively designed by Avianne and Co. this one of a kind mens leather band bracelet is an ideal accessory at an affordable value."	"new"	"http://www.avianneandco.com/store/media/catalog/product//C/1/C174J-A-2.jpg"
"B816J"	"Stainless Steel Mens Rubber Band Bracelet"	"http://www.avianneandco.com/store/catalog/product/view/id/3980/s/stainless-steel-mens-rubber-band-bracelet/"	"34.0000"	"This masculine mens rubber band bracelet features a stainless steel link which measures to 1 1/2 Inches in length and 1/2 Inches in width. This mens rubber band bracelet is highlighted with an Avianne&Co. logo which is placed on a clasp."	"new"	"http://www.avianneandco.com/store/media/catalog/product//B/8/B816J-2.jpg"
"B776J2TRAS"	"Stainless Steel Mens Rubber Band Bracelet "	"http://www.avianneandco.com/store/catalog/product/view/id/3982/s/stainless-steel-mens-rubber-band-bracelet/"	"169.0000"	"This masculine mens leather band bracelet features stainless steel link which measures to 2 Inches in length and 1/2 Inches in width. The rubber band bracelet measures to 8 1/2 Inches in length and 1/2 Inches in width. Exclusively designed by Avianne and Company, this elegant mens stainless steel rubber band bracelet is an ideal accessory at an affordable value. "	"new"	"http://www.avianneandco.com/store/media/catalog/product//B/7/B776J2TRAS-1.jpg"
"LB052J"	"Stainless Steel Mens Leather Band Bracelet"	"http://www.avianneandco.com/store/catalog/product/view/id/3985/s/stainless-steel-mens-leather-band-bracelet/"	"50.0000"	"Exclusively designed by Avianne and Company, this large mens leather band bracelet is crafted in lustrous silver tone stainless steel. The link in the center features carbon fiber designs and measures to 3 Inches in length and 1/2 Inches in width. The leather bracelet measures to 9 Inches in length and securely locks with a lobster claw clasp with an Avianne&Co. logo. This masculine mens leather band bracelet is an ideal accessory which gleams with elegance and sophistication. "	"new"	"http://www.avianneandco.com/store/media/catalog/product//L/B/LB052J-1.jpg"
"B815J"	"Stainless Steel Mens Rubber Band Bracelet "	"http://www.avianneandco.com/store/catalog/product/view/id/3986/s/stainless-steel-mens-rubber-band-bracelet/"	"30.0000"	"This masculine mens rubber band bracelet features silver tone stainless steel center link. The band measures to 8 1/2 Inches in length and 1/2 Inches in width. This elegant mens rubber band bracelet is designed exclusively by Avianne&Co. "	"new"	"http://www.avianneandco.com/store/media/catalog/product//B/8/B815J-2.jpg"
"B812JIN"	"Stainless Steel Mens Rubber Band Bracelet"	"http://www.avianneandco.com/store/catalog/product/view/id/3987/s/stainless-steel-mens-leather-band-bracelet/"	"30.0000"	"This one of a kind mens rubber band bracelet features silver tone stainless steel link. The rubber band bracelet measures to 9 Inches in length and 1/2 Inches in width. The closure features carved out Avianne&Co. logo."	"new"	"http://www.avianneandco.com/store/media/catalog/product//B/8/B812JIN-2.jpg"
"LB053"	"Stainless Steel Mens Two Tone Leather Band Bracelet"	"http://www.avianneandco.com/store/catalog/product/view/id/3991/s/stainless-steel-mens-two-tone-leather-band-bracelet/"	"67.0000"	"This masculine mens leather band bracelet is crafted in both rose and silver tone stainless steel. The center of the link is pave set with eight small cubic zirconia stones which are placed in two squares. The bracelet measures to 8 1/2 Inches in length and 1/2 Inches in width. Securely locking with lobster claw clasp, this one of a kind mens leather band bracelet is exclusively designed by Avianne&Co. "	"new"	"http://www.avianneandco.com/store/media/catalog/product//L/B/LB053-1.jpg"
